Σχολή, Εξάμηνο, Ημέρα, Ώρα, Μάθημα, Καθηγητής, Χώρος, Φοιτητές
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 9:00-11:00, Διαδικαστικός Προγραμματισμός, Χαλκίδης, Εργαστήριο 234, ΓΚΕ-ΙΩΑΝ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 9:00-11:00, Διαδικαστικός Προγραμματισμός, Πρωτοπαπαδάκης, Εργαστήριο ΚΥΔ, Α-ΓΚΑ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 9:00-11:00, Διαδικαστικός Προγραμματισμός, Σακελλαρίου, Εργαστήριο 334, ΚΑ-ΛΑΣ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 11:00-13:00, Διαδικαστικός Προγραμματισμός, Χαλκίδης, Εργαστήριο 234, ΛΑΧ-ΜΠΟΥΦ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 11:00-13:00, Διαδικαστικός Προγραμματισμός, Πρωτοπαπαδάκης, Εργαστήριο ΚΥΔ, ΤΣΑΚ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 11:00-13:00, Διαδικαστικός Προγραμματισμός, Σακελλαρίου, Εργαστήριο 334, ΣΑΡ-ΤΣΑΓΚ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 13:00-15:00, Διαδικαστικός Προγραμματισμός, Χαλκίδης, Εργαστήριο 234, ΜΥΛ-ΣΑΠ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 13:00-16:00, Μαθηματική Ανάλυση, Χρήστου-Βαρζακέλης και Γιαννουτάκης, Αμφιθέατρο 13, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Δευτέρα, 16:00-19:00, Εισαγωγή στην Επιστήμη Υπολογιστών, Μαργαρίτης, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 9:00-11:00, Γραμμική Άλγεβρα, Σιφαλέρας, Αμφιθέατρο 13, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 11:00-13:00, Γραμμική Άλγεβρα, Σιφαλέρας, Αμφιθέατρο 13, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 13:00-15:00, Γραμμική Άλγεβρα, Σιφαλέρας, Αμφιθέατρο 13, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 11:00-14:00, Αλγόριθμοι, Σαμαράς, Αμφιθέατρο 12, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 14:00-15:00, Μαθηματική Ανάλυση Φροντιστήριο, Χαλκίδης, Αμφιθέατρο 11, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 15:00-16:00, Μαθηματική Ανάλυση Φροντιστήριο, Χαλκίδης, Αμφιθέατρο 11, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 16:00-17:00, Μαθηματική Ανάλυση Φροντιστήριο, Χαλκίδης, Αμφιθέατρο 11, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 15:00-18:00, Μαθηματική Ανάλυση, Χρήστου-Βαρζακέλης και Γιαννουτάκης, Αμφιθέατρο 13, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τρίτη, 16:00-18:00, Συστήματα Υπολογιστών, Παπαδημητρίου και Σουραβλάς, Αμφιθέατρο 12, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τετάρτη, 9:00-11:00, Διαδικαστικός Προγραμματισμός, Ξυνόγαλος, Αμφιθέατρο 13, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τετάρτη, 9:00-11:00, Διαδικαστικός Προγραμματισμός, Κασκάλης, Αμφιθέατρο 12, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τετάρτη, 11:00-13:00, Διαδικαστικός Προγραμματισμός, Σακελλαρίου, Αμφιθέατρο 12, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τετάρτη, 11:00-14:00, Αλγόριθμοι, Σαμαράς, Αμφιθέατρο 13, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τετάρτη, 14:00-17:00, Εισαγωγή στην Επιχειρηματική Πληροφορική, Βεργίδης, Αμφιθέατρο 13, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Τετάρτη, 17:00-19:00, Συστήματα Υπολογιστών, Παπαδημητρίου και Τρακατέλης, Εργαστήριο ΚΥΔ, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 10:00-11:00, Διαδικαστικός Προγραμματισμός Φροντιστήριο, Χαλκίδης, Εργαστήριο 334, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 11:00-12:00, Διαδικαστικός Προγραμματισμός Φροντιστήριο, Χαλκίδης, Εργαστήριο 334, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 12:00-13:00, Διαδικαστικός Προγραμματισμός Φροντιστήριο, Χαλκίδης, Εργαστήριο 334, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 11:00-12:00, Γραμμική Άλγεβρα, Σιφαλέρας, Εργαστήριο ΚΥΔ, Α-ΚΑΤΣΩ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 12:00-13:00, Γραμμική Άλγεβρα, Σιφαλέρας, Εργαστήριο ΚΥΔ, κΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 13:00-14:00, Γραμμική Άλγεβρα, Σιφαλέρας, Εργαστήριο ΚΥΔ, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 13:00-15:00, Συστήματα Υπολογιστών, Παπαδημητρίου και Σουραβλάς, Αμφιθέατρο 12, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 16:00-18:00, Συστήματα Υπολογιστών, Παπαδημητρίου και Τρακατέλης, Εργαστήριο ΚΥΔ, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Πέμπτη, 18:00-19:00, Συστήματα Υπολογιστών, Παπαδημητρίου και Τρακατέλης, Εργαστήριο ΚΥΔ, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Παρασκευή, 9:00-12:00, Αλγόριθμοι, Σαμαράς, Αμφιθέατρο 13, ΚΕ-ΠΑΥ
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Παρασκευή, 9:00-12:00, Μαθηματική Ανάλυση, Χρήστου-Βαρζακέλης και Γιαννουτάκης, Αμφιθέατρο 12, ΠΕ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 1, Παρασκευή, 12:00-14:00, Συστήματα Υπολογιστών, Παπαδημητρίου και Σουραβλάς, Αμφιθέατρο 13, ΠΕ-Ωε
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Δευτέρα, 8:00-11:00, Λειτουργικά Συστήματα, Σουραβλάς, Αμφιθέατρο 14, ΜΠΑ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Δευτέρα, 9:00-11:00, Πληροφοριακά Συστήματα, Ταμπούρης, Αμφιθέατρο 13, Α-ΜΟΥΤ * Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Δευτέρα, 11:00-13:00, Πληροφοριακά Συστήματα, Ταμπούρης, Αμφιθέατρο 13, ΜΠΑ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Δευτέρα, 11:00-13:00, Δίκτυα Υπολογιστών, Φουληράς, Αμφιθέατρο 12, Α-ΜΟΥΤ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Δευτέρα, 13:00-15:00, Δίκτυα Υπολογιστών, Φουληράς, Αμφιθέατρο 12, ΜΠΑ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Δευτέρα, 16:00-19:00, Αντικειμενοστρεφής Προγραμματισμός, Ξυνόγαλος, Εργαστήριο ΚΥΔ, ΣΕΡ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τρίτη, 8:00-11:00, Αντικειμενοστρεφής Προγραμματισμός, Ξυνόγαλος, Εργαστήριο ΚΥΔ, Α-ΘΕΟΔ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τρίτη, 11:00-14:00, Αντικειμενοστρεφής Προγραμματισμός, Ξυνόγαλος, Εργαστήριο ΚΥΔ, ΘΕΟΦ-ΜΠΑΖ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 10:00-13:00, Στατιστική, Νικολαίδης, Αμφιθέατρο 14, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 13:00-14:00, Διαχείρηση Έργων Πληροφορικής, Κοκκινίδης, Εργαστήριο 234, Α-ΕΜΜ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 14:00-15:00, Διαχείρηση Έργων Πληροφορικής, Κοκκινίδης, Εργαστήριο 234, ΕΥΑ-ΚΩΤ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 15:00-16:00, Διαχείρηση Έργων Πληροφορικής, Κοκκινίδης, Εργαστήριο 234, ΛΑΖ-ΠΑΠΑΓ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 16:00-17:00, Διαχείρηση Έργων Πληροφορικής, Κοκκινίδης, Εργαστήριο 234, ΠΑΠΑΔ-ΣΤΡΑΤ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 17:00-18:00, Διαχείρηση Έργων Πληροφορικής, Κοκκινίδης, Εργαστήριο 234, ΣΤΡΑΦ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Τετάρτη, 17:00-20:00, Λειτουργικά Συστήματα, Σουραβλάς, Αμφιθέατρο 14, Α-ΜΟΥΤ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 8:00-9:00, Πληροφοριακά Συστήματα, Μάστορας, Εργαστήριο 234, Α-ΔΑΣΚ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 9:00-10:00, Πληροφοριακά Συστήματα, Μάστορας, Εργαστήριο 234, ΔΕΛ-ΚΕΚ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 10:00-11:00, Πληροφοριακά Συστήματα, Μάστορας, Εργαστήριο 234, ΚΕΣ-ΜΠΑΖ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 11:00-12:00, Πληροφοριακά Συστήματα, Μάστορας, Εργαστήριο 234, ΜΠΑΚ-ΠΕΓ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 12:00-13:00, Πληροφοριακά Συστήματα, Μάστορας, Εργαστήριο 234, ΠΕΛ-ΤΕΚ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 13:00-14:00, Πληροφοριακά Συστήματα, Μάστορας, Εργαστήριο 234, ΤΕΛ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Πέμπτη, 15:00-18:00, Ηλεκτρονικό Επιχειρείν, Ζιάκης, Αμφιθέατρο 13, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Παρασκευή, 8:00-11:00, Αντικειμενοστρεφής Προγραμματισμός, Χατζηγεωργίου, Εργαστήριο ΚΥΔ, ΜΠΑΚ-ΣΕΜ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Παρασκευή, 9:00-10:00, Δίκτυα Υπολογιστών, Φουληράς, Εργαστήριο 234, Α-ΘΕΟΔ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Παρασκευή, 10:00-11:00, Δίκτυα Υπολογιστών, Φουληράς, Εργαστήριο 234, ΘΕΟΦ-ΜΠΑΖ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Παρασκευή, 11:00-12:00, Δίκτυα Υπολογιστών, Φουληράς, Εργαστήριο 234, ΜΠΑΚ-ΣΕΜ
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Παρασκευή, 12:00-13:00, Δίκτυα Υπολογιστών, Φουληράς, Εργαστήριο 234, ΣΕΡ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 3, Παρασκευή, 15:00-17:00, Διαχείρηση Έργων Πληροφορικής, Βεργίδης, Αμφιθέατρο Μιχάλης Χατζηπροκοπίου, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Δευτέρα, 8:00-11:00, Επιχειρηματικές Επικοινωνίες Δεδομένων, Πετρίδου, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Δευτέρα, 16:00-19:00, Δίκαιο Πληροφορικής & Δεοντολογία, Αλεξανδροπούλου, Αμφιθέατρο 13, Α-ΜΑΝ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τρίτη, 9:00-12:00, Υπηρεσίες & Συναλλαγές Ιστού, Γεωργιάδης, Εργαστήριο 334, Α-ΜΑΝ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τρίτη, 10:00-11:00, Συστήματα Επικοινωνιών, Ψάνης, Εργαστήριο 434, ΠΑΤ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τρίτη, 11:00-12:00, Συστήματα Επικοινωνιών, Ψάνης, Εργαστήριο 434, ΜΑΞ-ΠΑΣ
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τρίτη, 12:00-13:00, Συστήματα Επικοινωνιών, Ψάνης, Εργαστήριο 434, ΙΤ-ΜΑΝ
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τρίτη, 13:00-14:00, Συστήματα Επικοινωνιών, Ψάνης, Εργαστήριο 434, Α-ΙΣ-Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τρίτη, 14:00-16:00, Συστήματα Επικοινωνιών, Ψάνης, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τετάρτη, 9:00-12:00, Ποιότητα Λογισμικού, Αμπατζόγλου, Εργαστήριο ΚΥΔ, ΜΑΞ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Τετάρτη, 18:00-21:00, Τεχνητή Νοημοσύνη, Ρεφανίδης, Αμφιθέατρο 13, ΜΑΞ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Πέμπτη, 8:00-11:00, Ποιότητα Λογισμικού, Αμπατζόγλου, Εργαστήριο ΚΥΔ, Α-ΜΑΝ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Πέμπτη, 12:00-15:00, Ψηφιακό Μάρκετινγκ, Ζιάκης, Αμφιθέατρο 13, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Πέμπτη, 15:00-18:00, Συστήματα Βάσεων Δεδομένων, Ευαγγελίδης / Κολωνιάρη, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Πέμπτη, 18:00-21:00, Διαχείρηση Επιχειρησιακών Διαδικασιών, Βεργίδης, Αμφιθέατρο Μιχάλης Χατζηπροκοπίου, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Παρασκευή, 9:00-12:00, Υπηρεσίες & Συναλλαγές Ιστού, Γεωργιάδης, Εργαστήριο 334, ΜΑΞ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Παρασκευή, 12:00-15:00, Δίκαιο Πληροφορικής & Δεοντολογία, Αλεξανδροπούλου, Αμφιθέατρο 12, ΜΑΞ-Ω
Εφαρμοσμένης πληροφορικής, εξάμηνο 5, Παρασκευή, 18:00-21:00, Τεχνητή Νοημοσύνη, Ρεφανίδης, Αμφιθέατρο 13, Α-ΜΑΝ & Ab-Zu
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Δευτέρα, 10:00-13:00, Διοίκηση Ποιότητας & Πληροφοριακά Συστήματα, Νικολαίδης, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Δευτέρα, 13:00-15:00, Μηχανική Μάθηση, Πρωτοπαπαδάκης, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Δευτέρα, 15:00-16:00, Μηχανική Μάθηση, Πρωτοπαπαδάκης, Εργαστήριο 234, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Δευτέρα, 16:00-19:00, Τεχνολογίες BlockChain & Αποκεντρωμένες Εφαρμογές, Μαυρίδης / Φουληράς / Μάστορας, Εργαστήριο 234, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Δευτέρα, 16:00-19:00, Ανακάλυψη Γνώσης σε Βάσεις Δεδομένων, Ευαγγελίδης / Κολωνιάρη, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Δευτέρα, 19:00-22:00, Ασφάλεια Δικτύων & Διαδικτυακών Εφαρμογών, Μαυρίδης, Εργαστήριο 434, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τρίτη, 9:00-11:00, Κρυπτογραφία, Πετρίδου, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τρίτη, 11:00-12:00, Κρυπτογραφία, Πετρίδου, Εργαστήριο 534, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τρίτη, 9:00-12:00, Ηλεκτρονική Διακυβέρνηση, Ταμπούρης, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τρίτη, 12:00-15:00, Καινοτομία Ψηφιακών Προιόντων & Υπηρεσιών, Κίτσιος, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τρίτη, 15:00-18:00, Big Data - Ανάλυση Δεδομένων Μεγάλου Όγκου, Δημαρά, Εργαστήριο 234, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τρίτη, 15:00-18:00, Διοίκηση Ψηφιακής Αλλαγής & Ηγεσία, Κίτσιος, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τετάρτη, 9:00-12:00, Εφαρμοσμένη Αριθμητική Ανάλυση, Γιανουτάκης, Εργαστήριο 534, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τετάρτη, 15:00-18:00, Μηχανές Αναζήτησης και Ανάλυση Κειμένου, Ευαγγελίδης / Κολωνιάρη, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τετάρτη, 15:00-18:00, Ψηφιακή Καινοτομία & Συστήματα Μεταφοράς Τεχνολογίας, Φούσκας, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τετάρτη, 18:00-21:00, Τεχνολογίες Πολυμέσων & Γραφικά, Παρταράκης, Εργαστήριο 334, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Τετάρτη, 18:00-21:00, Ψηφιακά Νομίσματα, Στειακάκης, Αίθουσα 10, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Πέμπτη, 9:00-12:00, Ακαδημαικές Δεξιότητες στην Αγγλική, Κανταρίδου, Αμφιθέατρο 12, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Πέμπτη, 14:00-17:00, Συστήματα Τεχνικής Ανάλυσης, Δασίλας, Εργαστήριο 434, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Πέμπτη, 17:00-20:00, Διαχείρηση Χαρτοφυλακίου & Επενδύσεις, Δασίλας, Εργαστήριο 434, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Παρασκευή, 11:00-14:00, Σχεδίαση & Προγραμματισμός Ψηφιακών Συστημάτων, Κασκάλης, Εργαστήριο ΚΥΔ, 
Εφαρμοσμένης πληροφορικής, εξάμηνο 7, Παρασκευή, 15:00-18:00, Πληροφορική & Βιώσιμη Ανάπτυξη, Στειακάκης, Αμφιθέατρο 12, 
Οικονομικών Επιστημών, εξάμηνο 1, Δευτέρα, 11:00-13:00, Αγγλικά I, Μασχίλη Ιφ., Αίθουσα 5, ΜΕ-Ω
Οικονομικών Επιστημών, εξάμηνο 1, Δευτέρα, 14:00-16:00, Στατιστική I, Αθανασιάδης Ι., Εργαστήριο ΚΥΔ, ΜΕ-Ω
Οικονομικών Επιστημών, εξάμηνο 1, Δευτέρα, 15:00-17:00, Μαθηματικά για Οικονομολόγους I, Κακούρης Κ., Αμφιθέατρο 3, Α-Μα
Οικονομικών Επιστημών, εξάμηνο 1, Δευτέρα, 17:00-20:00, Μάρκετινγκ, Ανδρονικίδης Αν., Αμφιθέατρο 3, 
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 8:00-10:00, Στατιστική για Οικονομολόγους I, Παντελίδης Θ., Αμφιθέατρο 3, Α-Μα
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 10:00-12:00, Στατιστική για Οικονομολόγους I, Σαμαρτζής Π., Αμφιθέατρο 3, Με-Ω
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 12:00-14:00, Αγγλικά I, Καραγκεβρέκη Ε., Αίθουσα 5, Α-Μα
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 12:00-14:00, Γερμανικά I, Παλασάκη Β., Αίθουσα 2, 
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 14:00-16:00, Μαθηματικά για Οικονομολόγους I, Αλιπράντη Μ., Αμφιθέατρο 3, Με-Ωε
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 17:00-19:00, Πληροφοριακά Συστήματα στην Οικονομία & Διοίκηση, Πρωτόγερος Ν. / Χατζιδάκη Θ., Εργαστήριο ΚΥΔ, Με-Ω
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 20:00-21:00, Φροντηστήριο-Μαθηματικά για Οικονομολόγους I, Κακούρης Κ., Αμφιθέατρο 3, Α-Μα
Οικονομικών Επιστημών, εξάμηνο 1, Τρίτη, 21:00-22:00, Φροντηστήριο-Μαθηματικά για Οικονομολόγους I, Κακούρης Κ., Αμφιθέατρο 3, Με-Ω
Οικονομικών Επιστημών, εξάμηνο 1, Τετάρτη, 8:00-10:00, Ιταλικά I, Fr. Perri, Αμφιθέατρο 4, 
Οικονομικών Επιστημών, εξάμηνο 1, Τετάρτη, 10:00-12:00, Εισαγωγή στη Μικροοικονομική, Φιλιππιάδης Ελ, Αμφιθέατρο 3, Με-Ω
Οικονομικών Επιστημών, εξάμηνο 1, Τετάρτη, 11:00-12:00, Γαλλικά I, Τσιγαρά Π., Αίθουσα 4, 
Οικονομικών Επιστημών, εξάμηνο 1, Τετάρτη, 10:00-12:00, Αγγλικά I, Καραγκεβρέκη Ε., Αίθουσα 5, Α-Μα
Οικονομικών Επιστημών, εξάμηνο 1, Τετάρτη, 12:00-14:00, Εισαγωγή στη Μικροοικονομική, Φιλιππιάδης Ελ., Αμφιθέατρο 3, Α-Μα
